/mnt/d/index_audio_v3/index_audio/Audio_data_base/corpus_fi.bin
0	0	0	0	0	0	0	0	0	0	0	0	0	2	664	1380	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	1	9	852	1175	9	2	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	1	3	3	12	19	92	754	1025	92	24	13	7	3	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	3	13	51	114	289	532	524	339	114	42	24	1	2	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	2	6	52	118	715	958	124	63	10	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	8	44	109	224	615	711	145	93	49	45	5	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	9	41	139	291	566	500	285	132	76	9	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1	24	108	327	544	602	259	127	52	4	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	26	115	198	747	614	173	89	77	9	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	7	68	881	1007	59	19	7	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	1	4	12	27	48	72	706	981	96	47	39	12	3	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	2	50	130	259	583	543	282	129	51	15	4	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	8	27	747	1217	39	8	2	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	5	23	61	124	680	916	145	60	29	5	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	3	21	37	57	254	577	703	290	60	34	11	1	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	3	34	101	199	514	857	198	89	50	3	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	21	46	149	286	489	534	289	154	77	3	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	5	48	115	799	888	141	38	14	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	3	7	31	183	751	824	199	44	5	1	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	6	41	799	1134	58	9	1	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	1	4	25	44	137	288	532	481	272	176	66	19	3	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	3	25	72	195	660	785	193	81	33	1	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	2	11	30	75	183	659	774	172	86	52	4	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	21	41	55	79	642	974	102	78	48	8	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	20	48	118	204	611	654	216	98	42	28	9	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	2	13	53	178	720	813	182	47	34	6	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	2	15	124	288	581	551	327	133	26	1	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	1	12	68	151	288	480	491	319	167	50	18	3	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1	31	100	204	617	741	224	102	27	1	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	1590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	4	23	86	220	638	767	180	70	44	14	2	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	1	11	22	65	174	693	777	189	74	31	9	2	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	1	14	56	118	232	545	652	216	123	62	24	5	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	768	1280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1	7	7	13	776	1214	18	4	5	3	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	2	20	66	72	95	611	881	124	113	45	18	1	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	9	23	79	149	650	878	116	97	36	10	1	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	7	43	95	203	600	728	195	111	53	13	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	4	130	820	943	137	13	1	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	2	12	22	91	792	996	85	36	10	2	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	6	22	74	588	1218	102	33	5	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	2	46	111	195	666	643	220	94	52	19	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	3	22	56	83	161	667	737	125	97	72	22	3	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	28	54	180	659	844	200	80	3	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	2	813	1231	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	17	886	1110	35	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	7	23	78	97	184	494	719	233	129	57	18	8	1	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1	9	76	170	742	745	218	74	12	1	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	2	16	57	153	299	483	423	364	193	44	13	1	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	2	7	24	73	138	601	954	144	60	34	10	1	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	1	19	34	761	1184	27	20	2	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	1	11	30	70	172	620	858	127	111	40	8	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	11	104	725	1077	114	17	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	11	68	154	731	834	164	79	7	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	1	3	13	23	50	106	188	558	694	216	97	61	24	13	1	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	17	73	128	708	895	148	39	22	17	1	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	2	17	91	161	671	818	184	65	29	7	3	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	6	14	48	87	129	617	859	122	78	56	27	5	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	5	33	164	791	851	164	29	8	3	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	1	2	7	48	71	120	546	1005	106	85	37	15	5	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	33	139	301	516	535	333	153	36	2	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	2	8	16	38	416	1511	34	12	9	2	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1	35	109	227	564	731	216	112	49	4	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	12	579	1444	10	3	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	18	44	95	163	629	742	201	100	52	4	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	12	119	625	1152	128	12	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	3	27	59	89	179	529	775	169	144	48	23	3	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	2	24	781	1210	30	1	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	2	9	104	849	948	112	24	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	29	137	716	985	135	45	1	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	1	9	28	76	170	260	403	550	227	202	86	28	5	3	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	6	28	709	1268	26	11	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	16	866	1140	26	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	2	13	51	87	182	538	795	226	112	31	10	1	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	15	46	158	347	443	431	355	210	39	4	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	20	39	71	71	548	1083	93	61	37	20	5	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	6	22	109	313	513	568	391	114	12	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	4	40	92	234	602	689	227	120	37	3	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	2	9	52	92	170	585	780	190	105	43	16	4	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	2	9	41	134	267	513	593	298	141	39	10	1	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	2	68	190	704	791	226	66	1	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	29	69	163	643	865	178	62	26	11	2	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	2	18	127	698	1050	121	30	1	1	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	1	12	13	32	96	187	504	821	220	102	34	14	11	1	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	12	96	764	1056	106	14	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	619	1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	2	3	71	892	994	76	4	4	0	2	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	7	874	1151	16	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	1	9	23	47	135	170	571	688	177	157	48	11	8	3	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	1	2	20	120	230	621	629	294	117	10	4	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	3	35	83	201	211	434	507	237	208	111	15	2	0	1	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	1	2	615	1428	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	4	20	41	83	262	518	669	310	90	30	12	8	1	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	4	28	37	68	816	943	88	35	25	4	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	2	36	333	612	633	392	35	5	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	1	6	8	26	122	816	893	119	35	17	3	2	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	2	13	34	63	152	602	897	156	87	25	16	1	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	1	6	23	74	187	735	725	137	101	39	16	4	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1	55	60	121	735	818	142	60	44	12	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	14	34	58	85	685	960	101	59	41	11	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1	16	25	76	795	991	104	28	11	1	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	1	3	3	31	147	268	548	592	260	118	65	12	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	11	673	1340	24	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	676	1372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	4	24	588	1413	7	8	4	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	3	73	183	206	260	223	305	316	265	131	73	10	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	11	183	403	416	517	317	98	93	10	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	18	80	178	481	373	279	250	173	148	56	12	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	9	278	252	278	222	216	228	249	199	115	2	0	0	0	0	0	0	0	0	0	
